currenttime,k,restarts,accuracy
2018-06-01 16:39:20.201280,8,5,0.7935192546718616
2018-06-01 16:39:20.732378,8,4,0.7935192546718616
2018-06-01 16:39:21.200917,8,3,0.7935196421209896
2018-06-01 16:39:21.803326,8,2,0.7935196421209896
2018-06-01 16:39:22.270071,8,99,0.7936294839487575
2018-06-01 16:39:29.366690,3,5,0.9485710288706598
2018-06-01 16:39:29.712827,3,4,0.9485710288706598
2018-06-01 16:39:30.160201,3,3,0.9485710288706598
2018-06-01 16:39:30.494610,3,2,0.9485710288706598
2018-06-01 16:39:30.840480,3,99,0.9485710288706598
2018-06-01 16:39:33.723546,4,10,0.9082417582417582
2018-06-01 16:39:34.108880,4,5,0.9082417582417582
2018-06-01 16:39:34.456410,4,4,0.9082417582417582
2018-06-01 16:39:34.804546,4,3,0.9082417582417582
2018-06-01 16:39:35.134747,4,2,0.9082417582417582
2018-06-01 16:39:35.478787,4,99,0.9082417582417582
2018-06-01 16:39:38.276887,5,10,0.8771428571428572
2018-06-01 16:39:38.628395,5,5,0.8771428571428572
2018-06-01 16:39:38.966878,5,4,0.8771428571428572
2018-06-01 16:39:39.302171,5,3,0.8771428571428572
2018-06-01 16:39:39.641836,5,2,0.8771428571428572
2018-06-01 16:39:39.978047,5,99,0.8771428571428572
2018-06-01 16:39:43.335950,6,10,0.8537370388371985
2018-06-01 16:39:43.700450,6,5,0.8537370388371985
2018-06-01 16:39:44.057659,6,4,0.8537370388371985
2018-06-01 16:39:44.420555,6,3,0.8537370388371985
2018-06-01 16:39:44.775715,6,2,0.8537370388371985
2018-06-01 16:39:45.131638,6,99,0.8537370388371985
2018-06-01 16:39:49.904127,7,10,0.8249469033204905
2018-06-01 16:39:50.373242,7,5,0.8249469033204905
2018-06-01 16:39:50.771944,7,4,0.8249469033204905
2018-06-01 16:39:51.178320,7,3,0.8249469033204905
2018-06-01 16:39:51.547614,7,2,0.8249469033204905
2018-06-01 16:39:51.907760,7,99,0.8249469033204905
2018-06-01 16:39:58.251777,8,10,0.7942869851188539
2018-06-01 16:39:58.862430,8,5,0.7942869851188539
2018-06-01 16:39:59.607143,8,4,0.7942869851188539
2018-06-01 16:40:00.202506,8,3,0.7942869851188539
2018-06-01 16:40:00.734678,8,2,0.7942869851188539
2018-06-01 16:40:01.115857,8,99,0.7941771432910858
2018-06-01 16:40:09.127486,3,5,0.950109587042351
2018-06-01 16:40:09.526171,3,4,0.950109587042351
2018-06-01 16:40:10.086055,3,3,0.950109587042351
2018-06-01 16:40:10.613147,3,2,0.950109587042351
2018-06-01 16:40:11.166335,3,99,0.950109587042351
2018-06-01 16:40:14.501819,4,10,0.9086813186813187
2018-06-01 16:40:14.850222,4,5,0.9086813186813187
2018-06-01 16:40:15.180702,4,4,0.9086813186813187
2018-06-01 16:40:15.529294,4,3,0.9086813186813187
2018-06-01 16:40:15.866073,4,2,0.9086813186813187
2018-06-01 16:40:16.196872,4,99,0.9086813186813187
2018-06-01 16:40:19.243623,5,10,0.8743956043956043
2018-06-01 16:40:19.587974,5,5,0.8743956043956043
2018-06-01 16:40:19.943653,5,4,0.5898901098901098
2018-06-01 16:40:20.286096,5,3,0.5898901098901098
2018-06-01 16:40:20.624659,5,2,0.5898901098901098
2018-06-01 16:40:20.970782,5,99,0.8743956043956043
2018-06-01 16:40:24.056177,6,10,0.844834050826274
2018-06-01 16:40:24.415813,6,5,0.844834050826274
2018-06-01 16:40:24.765649,6,4,0.844834050826274
2018-06-01 16:40:25.112362,6,3,0.844834050826274
2018-06-01 16:40:25.468936,6,2,0.844834050826274
2018-06-01 16:40:25.844497,6,99,0.844834050826274
2018-06-01 16:40:29.739368,7,10,0.821534390155364
2018-06-01 16:40:30.114306,7,5,0.821534390155364
2018-06-01 16:40:30.498047,7,4,0.821534390155364
2018-06-01 16:40:30.879238,7,3,0.821534390155364
2018-06-01 16:40:31.245745,7,2,0.821534390155364
2018-06-01 16:40:31.615073,7,99,0.821534390155364
2018-06-01 16:40:38.746523,8,10,0.7980165704243033
2018-06-01 16:40:39.156331,8,5,0.7980165704243033
2018-06-01 16:40:39.520704,8,4,0.7980165704243033
2018-06-01 16:40:39.928011,8,3,0.7980165704243033
2018-06-01 16:40:40.303361,8,2,0.7981264122520713
2018-06-01 16:40:40.684621,8,99,0.7977968867687673
2018-06-01 16:40:47.081515,3,5,0.9520875003975533
2018-06-01 16:40:47.424712,3,4,0.9520875003975533
2018-06-01 16:40:47.763896,3,3,0.9520875003975533
2018-06-01 16:40:48.093137,3,2,0.9520875003975533
2018-06-01 16:40:48.436287,3,99,0.9520875003975533
2018-06-01 16:40:51.339169,4,10,0.9040659340659342
2018-06-01 16:40:51.684984,4,5,0.9040659340659342
2018-06-01 16:40:52.024466,4,4,0.9040659340659342
2018-06-01 16:40:52.368759,4,3,0.9040659340659342
2018-06-01 16:40:52.703434,4,2,0.9040659340659342
2018-06-01 16:40:53.045034,4,99,0.9040659340659342
2018-06-01 16:40:56.154579,5,10,0.8746153846153846
2018-06-01 16:40:56.708734,5,5,0.8746153846153846
2018-06-01 16:40:57.213954,5,4,0.44021978021978014
2018-06-01 16:40:57.750244,5,3,0.44021978021978014
2018-06-01 16:40:58.228166,5,2,0.44021978021978014
2018-06-01 16:40:58.814751,5,99,0.8746153846153846
2018-06-01 16:41:02.459136,6,10,0.8486769777345738
2018-06-01 16:41:02.985561,6,5,0.8486769777345738
2018-06-01 16:41:03.340814,6,4,0.8486769777345738
2018-06-01 16:41:03.712198,6,3,0.8486769777345738
2018-06-01 16:41:04.088396,6,2,0.8486769777345738
2018-06-01 16:41:04.447757,6,99,0.8486769777345738
2018-06-01 16:41:08.893074,7,10,0.8218706453318546
2018-06-01 16:41:09.511607,7,5,0.8218706453318546
2018-06-01 16:41:10.279095,7,4,0.8218706453318546
2018-06-01 16:41:10.714227,7,3,0.8218706453318546
2018-06-01 16:41:11.178607,7,2,0.8218706453318546
2018-06-01 16:41:11.593728,7,99,0.8218706453318546
2018-06-01 16:41:18.079092,8,10,0.787795856154087
2018-06-01 16:41:18.441021,8,5,0.787795856154087
2018-06-01 16:41:18.792214,8,4,0.787795856154087
2018-06-01 16:41:19.147338,8,3,0.787795856154087
2018-06-01 16:41:19.493384,8,2,0.787795856154087
2018-06-01 16:41:19.851917,8,99,0.787795856154087
2018-06-01 16:41:25.996958,3,5,0.9456047203025563
2018-06-01 16:41:26.333827,3,4,0.9456047203025563
2018-06-01 16:41:26.670518,3,3,0.9456047203025563
2018-06-01 16:41:27.016887,3,2,0.9456047203025563
2018-06-01 16:41:27.364705,3,99,0.9456047203025563
2018-06-01 16:41:30.572711,4,10,0.9105494505494506
2018-06-01 16:41:30.925827,4,5,0.9105494505494506
2018-06-01 16:41:31.281937,4,4,0.9105494505494506
2018-06-01 16:41:31.616542,4,3,0.9105494505494506
2018-06-01 16:41:31.952626,4,2,0.9105494505494506
2018-06-01 16:41:32.291306,4,99,0.9105494505494506
2018-06-01 16:41:35.052109,5,10,0.8813186813186814
2018-06-01 16:41:35.421252,5,5,0.8813186813186814
2018-06-01 16:41:35.786447,5,4,0.8813186813186814
2018-06-01 16:41:36.142547,5,3,0.8813186813186814
2018-06-01 16:41:36.485455,5,2,0.8813186813186814
2018-06-01 16:41:36.840471,5,99,0.8813186813186814
2018-06-01 16:41:39.814816,6,10,0.8494445215942231
2018-06-01 16:41:40.233253,6,5,0.8494445215942231
2018-06-01 16:41:40.594996,6,4,0.8494445215942231
2018-06-01 16:41:40.959163,6,3,0.8494445215942231
2018-06-01 16:41:41.331323,6,2,0.8494445215942231
2018-06-01 16:41:41.706390,6,99,0.8494445215942231
2018-06-01 16:41:45.697526,7,10,0.8211053016810345
2018-06-01 16:41:46.088356,7,5,0.5308563060084052
2018-06-01 16:41:46.462726,7,4,0.5308563060084052
2018-06-01 16:41:46.820802,7,3,0.33510876239990034
2018-06-01 16:41:47.192586,7,2,0.33510876239990034
2018-06-01 16:41:47.572378,7,99,0.8211053016810345
2018-06-01 16:41:54.726252,8,10,0.790329192277054
2018-06-01 16:41:55.109034,8,5,0.790329192277054
2018-06-01 16:41:55.484208,8,4,0.790329192277054
2018-06-01 16:41:55.860122,8,3,0.790329192277054
2018-06-01 16:41:56.226770,8,2,0.790329192277054
2018-06-01 16:41:56.627485,8,99,0.790219350449286
2018-06-01 16:42:03.059604,3,5,0.946043459686074
2018-06-01 16:42:03.404415,3,4,0.946043459686074
2018-06-01 16:42:03.732135,3,3,0.946043459686074
2018-06-01 16:42:04.085475,3,2,0.946043459686074
2018-06-01 16:42:04.422824,3,99,0.946043459686074
2018-06-01 16:42:07.152416,4,10,0.908021978021978
2018-06-01 16:42:07.494952,4,5,0.908021978021978
2018-06-01 16:42:07.830565,4,4,0.908021978021978
2018-06-01 16:42:08.170718,4,3,0.908021978021978
2018-06-01 16:42:08.507997,4,2,0.908021978021978
2018-06-01 16:42:08.851859,4,99,0.908021978021978
2018-06-01 16:42:11.588587,5,10,0.8737362637362637
2018-06-01 16:42:11.946695,5,5,0.8737362637362637
2018-06-01 16:42:12.304191,5,4,0.8737362637362637
2018-06-01 16:42:12.650023,5,3,0.8737362637362637
2018-06-01 16:42:13.006362,5,2,0.8737362637362637
2018-06-01 16:42:13.362894,5,99,0.8737362637362637
2018-06-01 16:42:16.903987,6,10,0.8443876429199647
2018-06-01 16:42:17.291584,6,5,0.8443876429199647
2018-06-01 16:42:17.643134,6,4,0.8443876429199647
2018-06-01 16:42:18.004036,6,3,0.3728492570476322
2018-06-01 16:42:18.367858,6,2,0.3819709646808314
2018-06-01 16:42:18.740744,6,99,0.8443876429199647
2018-06-01 16:42:23.023222,7,10,0.8230786821842991
2018-06-01 16:42:23.390937,7,5,0.8230786821842991
2018-06-01 16:42:23.753977,7,4,0.8230786821842991
2018-06-01 16:42:24.116069,7,3,0.8230786821842991
2018-06-01 16:42:24.487429,7,2,0.8230786821842991
2018-06-01 16:42:24.847187,7,99,0.8230786821842991
2018-06-01 16:42:30.887417,8,10,0.794500857037471
2018-06-01 16:42:31.260990,8,5,0.794500857037471
2018-06-01 16:42:31.620861,8,4,0.794500857037471
2018-06-01 16:42:31.977088,8,3,0.794500857037471
2018-06-01 16:42:32.348880,8,2,0.794500857037471
2018-06-01 16:42:32.704228,8,99,0.794500857037471
2018-06-01 16:42:38.863179,3,5,0.9526378806975174
2018-06-01 16:42:39.210922,3,4,0.9526378806975174
2018-06-01 16:42:39.538856,3,3,0.9526378806975174
2018-06-01 16:42:39.863349,3,2,0.952747782884571
2018-06-01 16:42:40.191805,3,99,0.9526378806975174
2018-06-01 16:42:42.940719,4,10,0.9081318681318681
2018-06-01 16:42:43.287397,4,5,0.9101098901098901
2018-06-01 16:42:43.621758,4,4,0.9101098901098901
2018-06-01 16:42:43.946479,4,3,0.9101098901098901
2018-06-01 16:42:44.288612,4,2,0.9101098901098901
2018-06-01 16:42:44.626899,4,99,0.9081318681318681
2018-06-01 16:42:47.388430,5,10,0.8767032967032968
2018-06-01 16:42:47.752677,5,5,0.8767032967032968
2018-06-01 16:42:48.103428,5,4,0.8767032967032968
2018-06-01 16:42:48.459114,5,3,0.45032967032967025
2018-06-01 16:42:48.816770,5,2,0.45032967032967025
2018-06-01 16:42:49.174026,5,99,0.8767032967032968
2018-06-01 16:42:52.248497,6,10,0.8485731148451604
2018-06-01 16:42:52.627899,6,5,0.8485731148451604
2018-06-01 16:42:52.985130,6,4,0.8485731148451604
2018-06-01 16:42:53.331865,6,3,0.8485731148451604
2018-06-01 16:42:53.676734,6,2,0.1560445887145304
2018-06-01 16:42:54.036556,6,99,0.8485731148451604
2018-06-01 16:42:57.575172,7,10,0.8198860381135792
2018-06-01 16:42:57.990350,7,5,0.8198860381135792
2018-06-01 16:42:58.374482,7,4,0.8198860381135792
2018-06-01 16:42:58.732969,7,3,0.6282009702738963
2018-06-01 16:42:59.098741,7,2,0.6282009702738963
2018-06-01 16:42:59.464831,7,99,0.8198860381135792
2018-06-01 16:43:05.946704,8,10,0.7938561416885963
2018-06-01 16:43:06.359601,8,5,0.7938561416885963
2018-06-01 16:43:06.729745,8,4,0.7938561416885963
2018-06-01 16:43:07.103949,8,3,0.7938561416885963
2018-06-01 16:43:07.495134,8,2,0.7938561416885963
2018-06-01 16:43:07.900798,8,99,0.7938561416885963
2018-06-01 16:43:15.528209,3,5,0.949230586887097
2018-06-01 16:43:15.879100,3,4,0.949230586887097
2018-06-01 16:43:16.209341,3,3,0.949230586887097
2018-06-01 16:43:16.563953,3,2,0.949230586887097
2018-06-01 16:43:16.899168,3,99,0.949230586887097
2018-06-01 16:43:19.659006,4,10,0.912967032967033
2018-06-01 16:43:20.008494,4,5,0.912967032967033
2018-06-01 16:43:20.370965,4,4,0.5327472527472528
2018-06-01 16:43:20.710165,4,3,0.5327472527472528
2018-06-01 16:43:21.047769,4,2,0.5327472527472528
2018-06-01 16:43:21.391772,4,99,0.9130769230769231
2018-06-01 16:43:25.632374,5,10,0.8824175824175825
2018-06-01 16:43:26.204508,5,5,0.8824175824175825
2018-06-01 16:43:26.726085,5,4,0.8824175824175825
2018-06-01 16:43:27.169355,5,3,0.8824175824175825
2018-06-01 16:43:27.610042,5,2,0.8824175824175825
2018-06-01 16:43:27.988285,5,99,0.8824175824175825
2018-06-01 16:43:31.969062,6,10,0.8447290306901819
2018-06-01 16:43:32.355770,6,5,0.8447290306901819
2018-06-01 16:43:32.739750,6,4,0.8447290306901819
2018-06-01 16:43:33.105766,6,3,0.3792557746609267
2018-06-01 16:43:33.665031,6,2,0.15615626301902513
2018-06-01 16:43:34.137420,6,99,0.8447290306901819
2018-06-01 16:43:39.011948,7,10,0.8124166184890674
2018-06-01 16:43:39.578516,7,5,0.8124166184890674
2018-06-01 16:43:40.016433,7,4,0.8124166184890674
2018-06-01 16:43:40.552450,7,3,0.8124166184890674
2018-06-01 16:43:41.288194,7,2,0.8124166184890674
2018-06-01 16:43:41.710002,7,99,0.8124166184890674
2018-06-01 16:43:50.250088,8,10,0.7978019236074303
2018-06-01 16:43:50.897562,8,5,0.7978019236074303
2018-06-01 16:43:51.421877,8,4,0.7978019236074303
2018-06-01 16:43:52.194562,8,3,0.7978019236074303
2018-06-01 16:43:52.606326,8,2,0.7978019236074303
2018-06-01 16:43:53.289608,8,99,0.7979121528843263
2018-06-01 16:43:59.567652,3,5,0.9503299347693934
2018-06-01 16:43:59.905942,3,4,0.9503299347693934
2018-06-01 16:44:00.234562,3,3,0.9503299347693934
2018-06-01 16:44:00.557087,3,2,0.9503299347693934
2018-06-01 16:44:00.884654,3,99,0.9503299347693934
2018-06-01 16:44:03.560317,4,10,0.9062637362637362
2018-06-01 16:44:03.903193,4,5,0.9062637362637362
2018-06-01 16:44:04.236995,4,4,0.9062637362637362
2018-06-01 16:44:04.572341,4,3,0.5340659340659341
2018-06-01 16:44:04.906340,4,2,0.5340659340659341
2018-06-01 16:44:05.247906,4,99,0.9062637362637362
2018-06-01 16:44:07.886818,5,10,0.8712087912087914
2018-06-01 16:44:08.244269,5,5,0.8712087912087914
2018-06-01 16:44:08.592602,5,4,0.4461538461538462
2018-06-01 16:44:08.949817,5,3,0.4461538461538462
2018-06-01 16:44:09.305316,5,2,0.43912087912087905
2018-06-01 16:44:09.653499,5,99,0.8712087912087914
2018-06-01 16:44:12.908907,6,10,0.8528563741147063
2018-06-01 16:44:13.261253,6,5,0.8528563741147063
2018-06-01 16:44:13.619252,6,4,0.8528563741147063
2018-06-01 16:44:13.964799,6,3,0.8528563741147063
2018-06-01 16:44:14.319357,6,2,0.8528563741147063
2018-06-01 16:44:14.685872,6,99,0.8528563741147063
2018-06-01 16:44:18.800024,7,10,0.825603708446448
2018-06-01 16:44:19.171841,7,5,0.825603708446448
2018-06-01 16:44:19.538554,7,4,0.825603708446448
2018-06-01 16:44:19.900755,7,3,0.825603708446448
2018-06-01 16:44:20.260112,7,2,0.825603708446448
2018-06-01 16:44:20.629419,7,99,0.825603708446448
2018-06-01 16:44:27.288636,8,10,0.797798049116151
2018-06-01 16:44:27.691115,8,5,0.797907890943919
2018-06-01 16:44:28.085673,8,4,0.797907890943919
2018-06-01 16:44:28.448331,8,3,0.797907890943919
2018-06-01 16:44:28.806478,8,2,0.797907890943919
2018-06-01 16:44:29.164529,8,99,0.797798049116151
2018-06-01 16:44:35.412240,3,5,0.9508789385752547
2018-06-01 16:44:35.776634,3,4,0.9508789385752547
2018-06-01 16:44:36.117651,3,3,0.9508789385752547
2018-06-01 16:44:36.460729,3,2,0.1667036871133274
2018-06-01 16:44:36.786578,3,99,0.9508789385752547
2018-06-01 16:44:39.547639,4,10,0.9008791208791208
2018-06-01 16:44:39.892803,4,5,0.9008791208791208
2018-06-01 16:44:40.228138,4,4,0.5283516483516484
2018-06-01 16:44:40.560157,4,3,0.1523076923076923
2018-06-01 16:44:40.908837,4,2,0.14835164835164835
2018-06-01 16:44:41.262602,4,99,0.9008791208791208
2018-06-01 16:44:44.035966,5,10,0.8767032967032968
2018-06-01 16:44:44.400223,5,5,0.8767032967032968
2018-06-01 16:44:44.750999,5,4,0.8767032967032968
2018-06-01 16:44:45.096048,5,3,0.44120879120879114
2018-06-01 16:44:45.481998,5,2,0.44120879120879114
2018-06-01 16:44:45.827848,5,99,0.8767032967032968
2018-06-01 16:44:48.945124,6,10,0.8517587256399574
2018-06-01 16:44:49.309336,6,5,0.8517587256399574
2018-06-01 16:44:49.660114,6,4,0.8517587256399574
2018-06-01 16:44:50.009974,6,3,0.8517587256399574
2018-06-01 16:44:50.370051,6,2,0.8517587256399574
2018-06-01 16:44:50.720517,6,99,0.8517587256399574
2018-06-01 16:44:54.992096,7,10,0.8098928568829445
2018-06-01 16:44:55.387616,7,5,0.8098928568829445
2018-06-01 16:44:55.749319,7,4,0.8098928568829445
2018-06-01 16:44:56.109351,7,3,0.8098928568829445
2018-06-01 16:44:56.496527,7,2,0.8098928568829445
2018-06-01 16:44:56.865699,7,99,0.8098928568829445
2018-06-01 16:45:02.588268,8,10,0.8003317726882461
2018-06-01 16:45:02.960588,8,5,0.8003317726882461
2018-06-01 16:45:03.324935,8,4,0.8003317726882461
2018-06-01 16:45:03.690218,8,3,0.8003317726882461
2018-06-01 16:45:04.053342,8,2,0.8002219308604781
2018-06-01 16:45:04.420646,8,99,0.8003317726882461
